maintenance_event_id,equipment_id,timestamp,maintenance_type,downtime_hours,restoration
ME_5DF8CEDB6EEB,EQUIP_9B7D236E2123,2023-11-16 18:00:00,emergency,2.23,0.624
ME_8FA1E3C63D07,EQUIP_9B7D236E2123,2023-12-04 13:00:00,preventive,1.5,0.874
ME_252C6AF3E9CF,EQUIP_9CAC69A58D30,2023-02-05 08:00:00,emergency,7.71,0.588
ME_BF170049EF3D,EQUIP_9CAC69A58D30,2023-02-10 07:00:00,preventive,1.1,0.941
ME_491CCCCB21C2,EQUIP_9CAC69A58D30,2023-02-28 06:00:00,emergency,23.09,0.67
ME_1A62912F90B7,EQUIP_9CAC69A58D30,2023-03-19 08:00:00,emergency,9.02,0.586
ME_E690160A5397,EQUIP_9CAC69A58D30,2023-04-10 18:00:00,preventive,1.76,0.968
ME_BABA6AC6D1DA,EQUIP_9CAC69A58D30,2023-06-26 05:00:00,emergency,7.07,0.55
ME_96AE73BA1195,EQUIP_9CAC69A58D30,2023-07-02 17:00:00,preventive,1.38,0.957
ME_40A2825CF009,EQUIP_9CAC69A58D30,2023-07-20 22:00:00,corrective,1.14,0.908
ME_CD25CF6D5F41,EQUIP_9CAC69A58D30,2023-09-11 16:00:00,preventive,1.05,0.973
ME_DD91393BE97B,EQUIP_9CAC69A58D30,2023-12-05 10:00:00,preventive,1.98,0.943
ME_D8565DC3CB7C,EQUIP_9DFA23629290,2023-02-23 15:00:00,preventive,1.1,0.989
ME_9EC748790287,EQUIP_9DFA23629290,2023-04-06 19:00:00,emergency,3.05,0.549
ME_00CD546E2471,EQUIP_9DFA23629290,2023-07-11 11:00:00,preventive,1.65,0.941
ME_E8F7A097C5FA,EQUIP_9DFA23629290,2023-09-08 02:00:00,corrective,7.09,0.787
ME_B0BD7B679A6B,EQUIP_9DFA23629290,2023-11-11 09:00:00,preventive,1.22,0.981
ME_2618D47C4652,EQUIP_9EDFF7D53791,2023-02-03 07:00:00,preventive,1.53,0.954
ME_D7E34A72C82D,EQUIP_9EDFF7D53791,2023-04-01 14:00:00,preventive,0.77,0.932
ME_178991B9C63E,EQUIP_9EDFF7D53791,2023-06-08 15:00:00,preventive,1.06,0.924
ME_C9803266D3EB,EQUIP_9EDFF7D53791,2023-08-05 17:00:00,preventive,1.14,0.953
ME_989A78AF77BE,EQUIP_9EDFF7D53791,2023-09-26 10:00:00,preventive,1.86,0.889
ME_10590A05C677,EQUIP_9EDFF7D53791,2023-11-29 12:00:00,preventive,1.29,0.944
ME_5B665E37E1F7,EQUIP_A00275D4FE78,2023-02-19 12:00:00,preventive,0.85,0.986
ME_63FBA6A40A29,EQUIP_A00275D4FE78,2023-04-10 23:00:00,corrective,7.47,0.857
ME_0C29C31EED7A,EQUIP_A00275D4FE78,2023-05-27 17:00:00,preventive,1.54,0.974
ME_76992BFA9328,EQUIP_A00275D4FE78,2023-06-27 21:00:00,corrective,6.71,0.689
ME_56FC5EFF197E,EQUIP_A00275D4FE78,2023-08-27 15:00:00,preventive,2.49,0.934
ME_0F3D8AB17B1C,EQUIP_A00275D4FE78,2023-11-26 18:00:00,preventive,0.71,0.981
ME_B2BFFF8EFE9C,EQUIP_A00275D4FE78,2023-12-22 06:00:00,corrective,5.62,0.733
ME_F00E280B4F0D,EQUIP_A06753172F6A,2023-01-20 17:00:00,preventive,1.95,0.96
ME_E6CADF18CEA7,EQUIP_A06753172F6A,2023-03-06 13:00:00,preventive,1.07,0.999
ME_4F7D31891BC3,EQUIP_A06753172F6A,2023-04-24 17:00:00,preventive,1.05,0.981
ME_9D45E84AFFE6,EQUIP_A06753172F6A,2023-06-11 07:00:00,preventive,0.89,0.943
ME_2DF954C1A936,EQUIP_A06753172F6A,2023-07-23 08:00:00,preventive,1.02,0.948
ME_DF8CEC0A93B8,EQUIP_A06753172F6A,2023-08-06 16:00:00,emergency,6.01,0.692
ME_670786854957,EQUIP_A06753172F6A,2023-09-01 16:00:00,preventive,1.27,0.933
ME_EBDD0199E16F,EQUIP_A06753172F6A,2023-10-31 08:00:00,preventive,1.81,0.973
ME_1F6C8EC9DC07,EQUIP_A06753172F6A,2023-12-16 18:00:00,preventive,0.64,0.967
ME_2D2A003E1CF5,EQUIP_A06753172F6A,2023-12-19 14:00:00,corrective,3.19,0.875
ME_52DC5B8A822B,EQUIP_A0A1BF90534A,2023-03-15 15:00:00,preventive,1.37,0.961
ME_41CD2CB70C82,EQUIP_A0A1BF90534A,2023-06-02 07:00:00,corrective,1.94,0.771
ME_E252CA0DBE7B,EQUIP_A0A1BF90534A,2023-09-21 10:00:00,preventive,1.39,0.943
ME_3F5848862163,EQUIP_A0A1BF90534A,2023-11-22 15:00:00,corrective,5.81,0.697
ME_3F4B98AF9DA3,EQUIP_A5A0393AAE82,2023-03-23 08:00:00,preventive,1.24,0.926
ME_D5072502FFBB,EQUIP_A5A0393AAE82,2023-09-30 10:00:00,preventive,1.49,0.991
ME_D8091BE7B4AE,EQUIP_A6459BAA31AB,2023-02-11 09:00:00,preventive,0.93,0.965
ME_005BEB4AA787,EQUIP_A6459BAA31AB,2023-04-25 18:00:00,preventive,1.39,0.962
ME_ADC585769E7A,EQUIP_A6459BAA31AB,2023-07-03 13:00:00,preventive,0.92,0.899
ME_565F8C8A9B32,EQUIP_A6459BAA31AB,2023-08-04 09:00:00,emergency,26.8,0.583
ME_D616B2021F72,EQUIP_A6459BAA31AB,2023-09-06 23:00:00,emergency,1.85,0.664
ME_94533589484E,EQUIP_A6459BAA31AB,2023-09-17 13:00:00,preventive,1.09,0.994
ME_CC6917A73F07,EQUIP_A6459BAA31AB,2023-11-17 09:00:00,preventive,1.13,0.868
ME_82D340F16616,EQUIP_A6459BAA31AB,2023-12-10 09:00:00,corrective,10.89,0.864
ME_B8BBB172190A,EQUIP_A6459BAA31AB,2023-12-21 05:00:00,emergency,11.21,0.655
ME_9F37CABC8E64,EQUIP_A8040BDE0443,2023-02-16 11:00:00,preventive,1.01,0.933
ME_85D11C5A0AAD,EQUIP_A8040BDE0443,2023-03-13 16:00:00,corrective,3.6,0.784
ME_A84B306DCB8C,EQUIP_A8040BDE0443,2023-04-10 20:00:00,corrective,5.33,0.828
ME_AE1BBE3A038D,EQUIP_A8040BDE0443,2023-06-22 18:00:00,preventive,0.5,0.981
ME_5762931F3512,EQUIP_A8040BDE0443,2023-07-29 02:00:00,emergency,7.25,0.577
ME_BD823C4A40C1,EQUIP_A8040BDE0443,2023-10-28 11:00:00,preventive,1.15,0.939
ME_14D5F1F05CBB,EQUIP_ABEAF91F760C,2023-03-11 09:00:00,corrective,4.01,0.836
ME_365CDC1E4634,EQUIP_ABEAF91F760C,2023-03-15 00:00:00,corrective,6.33,0.724
ME_4F5C7CB4AA0C,EQUIP_ABEAF91F760C,2023-03-28 12:00:00,preventive,1.3,0.933
ME_172F21C410A4,EQUIP_ABEAF91F760C,2023-09-10 00:00:00,corrective,13.5,0.745
ME_02809D5B8442,EQUIP_ABEAF91F760C,2023-09-20 10:00:00,preventive,0.83,0.95
ME_A04D3B999219,EQUIP_AC585AB753B7,2023-01-19 23:00:00,emergency,5.32,0.552
ME_6388E1A8816C,EQUIP_AC585AB753B7,2023-03-20 08:00:00,preventive,0.98,0.945
ME_AE1B6B1D78B5,EQUIP_AC585AB753B7,2023-04-02 09:00:00,emergency,11.02,0.524
ME_E89A6E724D77,EQUIP_AC585AB753B7,2023-09-15 11:00:00,preventive,1.52,0.864
ME_228E902F854F,EQUIP_ACFE5766FC0C,2023-01-19 18:00:00,preventive,1.1,0.931
ME_16E2CB2D4B48,EQUIP_ACFE5766FC0C,2023-02-15 11:00:00,emergency,3.89,0.709
ME_F52AACAABEFF,EQUIP_ACFE5766FC0C,2023-03-16 08:00:00,preventive,1.36,0.938
ME_CDE567F3AAF1,EQUIP_ACFE5766FC0C,2023-03-26 17:00:00,emergency,11.53,0.806
ME_78C8F54DE567,EQUIP_ACFE5766FC0C,2023-04-21 10:00:00,preventive,1.04,0.997
ME_69B7BB0861B4,EQUIP_ACFE5766FC0C,2023-06-10 09:00:00,preventive,0.96,0.918
ME_C3932690B7E8,EQUIP_ACFE5766FC0C,2023-06-29 12:00:00,emergency,3.72,0.559
ME_6C69F98BFFE8,EQUIP_ACFE5766FC0C,2023-07-23 13:00:00,preventive,0.8,0.983
ME_03CF6C3B3F86,EQUIP_ACFE5766FC0C,2023-08-13 02:00:00,emergency,8.6,0.65
ME_361E3FBECFAF,EQUIP_ACFE5766FC0C,2023-09-02 22:00:00,corrective,1.76,0.894
ME_D2A68307D7D2,EQUIP_ACFE5766FC0C,2023-09-08 15:00:00,preventive,0.78,0.946
ME_4D642AED6CC1,EQUIP_ACFE5766FC0C,2023-10-27 15:00:00,preventive,0.54,0.936
ME_A59B763BA1AF,EQUIP_ACFE5766FC0C,2023-11-05 19:00:00,emergency,8.99,0.657
ME_63FA96FFF20A,EQUIP_ACFE5766FC0C,2023-12-11 18:00:00,preventive,1.48,0.949
ME_BEF7AA6CA400,EQUIP_AE6D39CC5D62,2023-02-01 17:00:00,preventive,1.06,0.972
ME_778487777605,EQUIP_AE6D39CC5D62,2023-03-28 21:00:00,corrective,3.63,0.638
ME_F23A53734530,EQUIP_AE6D39CC5D62,2023-04-06 14:00:00,preventive,0.75,0.952
ME_DC3B3151E1A9,EQUIP_AE6D39CC5D62,2023-06-07 10:00:00,preventive,0.75,0.976
ME_2E4EF2DA485E,EQUIP_AE6D39CC5D62,2023-06-24 20:00:00,corrective,2.85,0.731
ME_49BA4F96849E,EQUIP_AE6D39CC5D62,2023-08-06 10:00:00,preventive,1.01,0.992
ME_82AB728FE27A,EQUIP_AE6D39CC5D62,2023-08-10 03:00:00,corrective,4.05,0.722
ME_39F79C70C908,EQUIP_AE6D39CC5D62,2023-09-30 15:00:00,preventive,0.93,0.907
ME_5BDAB3386D71,EQUIP_AE6D39CC5D62,2023-12-02 09:00:00,preventive,0.79,0.984
ME_7EB1B73D4C67,EQUIP_AE973FDDA8EA,2023-01-26 08:00:00,preventive,0.79,0.975
ME_AFC881AACE89,EQUIP_AE973FDDA8EA,2023-02-21 15:00:00,emergency,14.2,0.524
ME_404EC5989573,EQUIP_AE973FDDA8EA,2023-04-04 09:00:00,preventive,0.95,0.97
ME_AA760041A29C,EQUIP_AE973FDDA8EA,2023-06-02 14:00:00,preventive,1.38,0.981
ME_8B060394F889,EQUIP_AE973FDDA8EA,2023-08-04 11:00:00,preventive,0.97,0.974
ME_60E5C6B7C28D,EQUIP_AE973FDDA8EA,2023-08-10 00:00:00,emergency,15.33,0.579
ME_CC1865CC499A,EQUIP_AE973FDDA8EA,2023-09-26 17:00:00,preventive,0.86,0.986
ME_8BBE2C6156B9,EQUIP_AE973FDDA8EA,2023-12-07 16:00:00,preventive,0.7,0.963
ME_C97D69F09CA8,EQUIP_AEFF2AEB692E,2023-02-03 07:00:00,preventive,0.49,0.95
ME_94F01AB9F8AD,EQUIP_AEFF2AEB692E,2023-04-05 07:00:00,preventive,1.27,0.988
ME_BC35593C947A,EQUIP_AEFF2AEB692E,2023-05-31 12:00:00,preventive,0.49,0.992
ME_5D2B6EC6C82A,EQUIP_AEFF2AEB692E,2023-07-15 20:00:00,corrective,4.65,0.809
ME_B231713AC97E,EQUIP_AEFF2AEB692E,2023-07-28 12:00:00,preventive,0.88,0.906
ME_D14704B503DD,EQUIP_AEFF2AEB692E,2023-10-03 09:00:00,preventive,0.9,0.922
ME_D4CE8AC7D591,EQUIP_AEFF2AEB692E,2023-12-08 15:00:00,preventive,1.13,0.995
ME_D6086CD0EBA3,EQUIP_AF983610FEC3,2023-02-21 09:00:00,preventive,1.02,0.957
ME_866548BA8208,EQUIP_AF983610FEC3,2023-05-09 12:00:00,preventive,0.55,0.935
ME_38E420A91CEC,EQUIP_AF983610FEC3,2023-06-26 20:00:00,emergency,12.52,0.532
ME_29CEA0742095,EQUIP_AF983610FEC3,2023-08-13 09:00:00,preventive,0.55,0.957
ME_3FA1180A4D90,EQUIP_AF983610FEC3,2023-11-12 11:00:00,preventive,1.23,0.977
ME_0C6278724D8D,EQUIP_AFCB0A9235A4,2023-01-10 04:00:00,corrective,2.09,0.787
ME_CB6470C4B152,EQUIP_AFCB0A9235A4,2023-02-22 07:00:00,preventive,1.49,0.983
ME_3488FE103F75,EQUIP_AFCB0A9235A4,2023-05-12 17:00:00,preventive,1.33,0.977
ME_958C53C34063,EQUIP_AFCB0A9235A4,2023-05-24 22:00:00,corrective,6.66,0.77
ME_B0D5D9E9DDF5,EQUIP_AFCB0A9235A4,2023-08-13 11:00:00,preventive,0.76,0.962
ME_5449167C8651,EQUIP_AFCB0A9235A4,2023-09-29 05:00:00,emergency,4.03,0.405
ME_9573CEA0187B,EQUIP_AFCB0A9235A4,2023-11-05 07:00:00,preventive,0.79,0.989
ME_9E970B16B4AC,EQUIP_B03386E99E36,2023-04-06 21:00:00,emergency,12.58,0.487
ME_01660E0B5AB1,EQUIP_B03386E99E36,2023-04-07 07:00:00,emergency,11.43,0.634
ME_9F7F66F04D84,EQUIP_B03386E99E36,2023-04-17 16:00:00,preventive,0.78,0.967
ME_EC3FE868CD57,EQUIP_B03386E99E36,2023-06-12 22:00:00,corrective,5.82,0.845
ME_C1F54965FBE1,EQUIP_B03386E99E36,2023-07-27 11:00:00,emergency,4.24,0.452
ME_E3667CA1F75C,EQUIP_B03386E99E36,2023-08-20 10:00:00,emergency,28.05,0.44
ME_5D1EB259C1C4,EQUIP_B03386E99E36,2023-09-18 15:00:00,preventive,1.47,0.979
ME_9E0F4A5B6F32,EQUIP_B03386E99E36,2023-09-21 10:00:00,corrective,3.82,0.731
ME_104C5B5705C5,EQUIP_B03386E99E36,2023-12-26 05:00:00,emergency,5.21,0.587
ME_0B36A9028DDA,EQUIP_B0DFC9C58E9B,2023-02-16 15:00:00,preventive,1.53,0.965
ME_D854EF0BBB0D,EQUIP_B0DFC9C58E9B,2023-02-21 03:00:00,emergency,1.35,0.448
ME_A66F0CA67CDF,EQUIP_B0DFC9C58E9B,2023-04-12 09:00:00,preventive,0.79,0.969
ME_50F0B2716A8E,EQUIP_B0DFC9C58E9B,2023-06-30 11:00:00,preventive,1.69,0.99
ME_834E5EF252DB,EQUIP_B0DFC9C58E9B,2023-08-22 05:00:00,emergency,2.35,0.754
ME_1ABB9B3677E0,EQUIP_B0DFC9C58E9B,2023-09-19 18:00:00,preventive,1.28,0.935
ME_266A1A379D2D,EQUIP_B0DFC9C58E9B,2023-11-21 15:00:00,preventive,0.71,0.983
ME_C113F9796EF4,EQUIP_B1009D33F069,2023-03-11 13:00:00,preventive,0.82,0.987
ME_3C9794F980BD,EQUIP_B1009D33F069,2023-07-09 08:00:00,preventive,1.52,0.964
ME_C8E500FB1F5F,EQUIP_B1009D33F069,2023-11-02 15:00:00,preventive,1.41,0.968
ME_C00A85C3A72E,EQUIP_B1009D33F069,2023-11-06 23:00:00,corrective,1.16,0.72
ME_7D1025C600DA,EQUIP_B1C01BCA021D,2023-02-10 13:00:00,preventive,1.31,0.987
ME_A859E4F392F1,EQUIP_B1C01BCA021D,2023-02-23 18:00:00,corrective,3.01,0.815
ME_9E3492C34902,EQUIP_B1C01BCA021D,2023-05-08 18:00:00,preventive,0.81,0.932
ME_03C8772EB0AD,EQUIP_B1C01BCA021D,2023-08-28 17:00:00,preventive,1.61,0.979
ME_BD7170AE9C06,EQUIP_B1C01BCA021D,2023-11-10 12:00:00,preventive,0.75,0.975
ME_87E5596F378F,EQUIP_B1C01BCA021D,2023-11-11 21:00:00,corrective,1.32,0.867
ME_2B1BC1056B94,EQUIP_B20500D467BE,2023-04-14 16:00:00,preventive,0.81,0.963
ME_704442C7E6DD,EQUIP_B20500D467BE,2023-09-15 07:00:00,preventive,1.93,0.943
ME_2C266FD1C18C,EQUIP_B332E7D14FFE,2023-02-24 18:00:00,preventive,0.72,0.966
ME_25DE0E1BF21F,EQUIP_B332E7D14FFE,2023-03-06 17:00:00,corrective,1.96,0.685
ME_AE5B7AB11E3E,EQUIP_B332E7D14FFE,2023-05-17 18:00:00,preventive,0.64,0.977
ME_3BE896739D0C,EQUIP_B332E7D14FFE,2023-08-27 09:00:00,preventive,1.03,0.998
ME_54627CECD416,EQUIP_B332E7D14FFE,2023-09-02 14:00:00,corrective,8.08,0.85
ME_CC86705DC1A7,EQUIP_B332E7D14FFE,2023-11-12 18:00:00,preventive,1.2,0.952
ME_108D3E9CA6AA,EQUIP_B332E7D14FFE,2023-12-23 00:00:00,corrective,2.02,0.834
ME_4D0D47DC72D2,EQUIP_B4EB61A82D7A,2023-02-18 08:00:00,preventive,0.63,0.977
ME_B360CEEBCE8E,EQUIP_B4EB61A82D7A,2023-05-18 15:00:00,preventive,0.91,0.96
ME_F59EAF34E7A7,EQUIP_B4EB61A82D7A,2023-06-15 09:00:00,emergency,4.92,0.542
ME_4E118C13BC44,EQUIP_B4EB61A82D7A,2023-08-12 09:00:00,preventive,0.57,0.898
ME_4A4FB4104E24,EQUIP_B4EB61A82D7A,2023-11-23 11:00:00,preventive,1.33,0.961
ME_A9E37F4F89ED,EQUIP_B4F57D93DB2F,2023-03-29 07:00:00,preventive,1.46,0.963
ME_E0A0F33F5EAF,EQUIP_B4F57D93DB2F,2023-09-28 12:00:00,preventive,0.94,0.969
ME_B3ED659C9C02,EQUIP_B6611CC70F57,2023-02-24 12:00:00,preventive,1.9,0.967
ME_C766D75D8E79,EQUIP_B6611CC70F57,2023-05-18 16:00:00,preventive,1.13,0.983
ME_ADD0FA5286F0,EQUIP_B6611CC70F57,2023-08-12 17:00:00,preventive,0.67,0.915
ME_8F95CFCE8B6C,EQUIP_B6611CC70F57,2023-11-15 10:00:00,preventive,0.6,0.954
ME_5E3565F505DC,EQUIP_B6DFBE9CC263,2023-02-06 13:00:00,preventive,0.88,0.951
ME_F40791B83BAB,EQUIP_B6DFBE9CC263,2023-03-28 15:00:00,preventive,0.55,0.967
ME_CE7F397C7E2D,EQUIP_B6DFBE9CC263,2023-06-05 13:00:00,preventive,0.73,0.912
ME_70E70EC10C02,EQUIP_B6DFBE9CC263,2023-08-04 12:00:00,preventive,1.1,0.92
ME_A6AD5599189E,EQUIP_B6DFBE9CC263,2023-09-02 04:00:00,corrective,1.01,0.7
ME_3FF8DAEDB14A,EQUIP_B6DFBE9CC263,2023-10-05 10:00:00,preventive,1.82,0.993
ME_6186AE683159,EQUIP_B6DFBE9CC263,2023-12-05 10:00:00,preventive,1.37,0.953
ME_6F946DE21AD3,EQUIP_BA72E37E9177,2023-01-20 17:00:00,preventive,2.33,0.921
ME_578C362412C8,EQUIP_BA72E37E9177,2023-02-21 01:00:00,emergency,4.25,0.603
ME_66C2C772F706,EQUIP_BA72E37E9177,2023-03-05 17:00:00,preventive,0.66,0.939
ME_D8369E236D7A,EQUIP_BA72E37E9177,2023-05-02 07:00:00,preventive,1.27,0.994
ME_B436612313D4,EQUIP_BA72E37E9177,2023-06-06 07:00:00,preventive,0.8,0.969
ME_4A7693F73749,EQUIP_BA72E37E9177,2023-07-28 12:00:00,preventive,1.01,0.983
ME_6BEBD8ACFDCD,EQUIP_BA72E37E9177,2023-09-06 18:00:00,preventive,0.99,0.871
ME_4D9C5892E979,EQUIP_BA72E37E9177,2023-10-03 01:00:00,emergency,1.28,0.71
ME_A331583E4A4D,EQUIP_BA72E37E9177,2023-10-21 17:00:00,preventive,0.84,0.978
ME_0D7D4D94A5FC,EQUIP_BA72E37E9177,2023-12-03 16:00:00,preventive,0.74,0.939
ME_A76C8ADC266D,EQUIP_BAE63B7FF7D0,2023-03-22 16:00:00,preventive,1.28,0.967
ME_B208DE650441,EQUIP_BAE63B7FF7D0,2023-09-14 09:00:00,preventive,1.01,0.919
ME_7D0C5B4B2B20,EQUIP_BAE63B7FF7D0,2023-11-21 03:00:00,corrective,2.3,0.84
ME_6257AB83A06C,EQUIP_BB04892A6922,2023-02-06 08:00:00,preventive,1.27,0.997
ME_70DFF9535125,EQUIP_BB04892A6922,2023-05-10 15:00:00,preventive,1.02,0.981
ME_E28264B351EB,EQUIP_BB04892A6922,2023-08-11 11:00:00,preventive,2.31,0.972
ME_61F0B7C2C2B7,EQUIP_BB04892A6922,2023-11-18 16:00:00,preventive,1.76,0.988
ME_A88E32B48734,EQUIP_BB2E577A8740,2023-01-30 04:00:00,corrective,3.02,0.775
ME_4BEB85E84876,EQUIP_BB2E577A8740,2023-02-05 10:00:00,preventive,0.59,0.909
ME_9D68D2A74063,EQUIP_BB2E577A8740,2023-04-02 18:00:00,preventive,0.96,0.989
ME_2E5D3105AB19,EQUIP_BB2E577A8740,2023-06-03 16:00:00,preventive,1.04,0.899
ME_28C7645CA5B5,EQUIP_BB2E577A8740,2023-07-25 13:00:00,preventive,0.45,0.9
ME_907D71B6E350,EQUIP_BB2E577A8740,2023-09-29 11:00:00,preventive,0.92,0.926
ME_23BB4AAB60FD,EQUIP_BB2E577A8740,2023-12-07 11:00:00,preventive,0.44,0.896
ME_EA34ED92E1EE,EQUIP_BB2E577A8740,2023-12-19 06:00:00,corrective,4.8,0.801
ME_34B609E4B7F2,EQUIP_BC724389073F,2023-01-17 09:00:00,emergency,7.37,0.69
ME_9B3A0CEF4293,EQUIP_BC724389073F,2023-02-04 13:00:00,corrective,4.87,0.747
ME_242BE9931E53,EQUIP_BC724389073F,2023-03-27 12:00:00,preventive,0.59,0.961
ME_16EC9659645E,EQUIP_BC724389073F,2023-07-07 15:00:00,corrective,11.32,0.754
ME_34CBDF0E504A,EQUIP_BC724389073F,2023-07-14 22:00:00,emergency,5.89,0.678
ME_5FBF2EC8A64D,EQUIP_BC724389073F,2023-09-03 21:00:00,corrective,8.24,0.852
ME_89DAFDE08B95,EQUIP_BC724389073F,2023-09-30 17:00:00,preventive,1.13,0.893
ME_76C61A481994,EQUIP_BC724389073F,2023-10-26 14:00:00,corrective,8.89,0.815
ME_A9CAC5AE0D16,EQUIP_BD7D48023E16,2023-02-09 18:00:00,preventive,1.51,0.967
ME_7F823B8C3457,EQUIP_BD7D48023E16,2023-05-08 09:00:00,preventive,1.12,0.91
ME_44D991D3081E,EQUIP_BD7D48023E16,2023-08-22 10:00:00,preventive,0.9,0.945
ME_25A52421ABB5,EQUIP_BD7D48023E16,2023-11-11 10:00:00,preventive,0.63,0.964
ME_ADFA95162633,EQUIP_C014528CC2CE,2023-02-17 15:00:00,preventive,2.25,0.919
ME_2CECC68B351B,EQUIP_C014528CC2CE,2023-05-23 06:00:00,corrective,10.76,0.777
ME_1E757727E345,EQUIP_C014528CC2CE,2023-05-31 08:00:00,corrective,7.91,0.845
ME_8EE813D1F40C,EQUIP_C014528CC2CE,2023-07-10 13:00:00,preventive,1.06,0.906
ME_B8C86D43E505,EQUIP_C014528CC2CE,2023-11-12 12:00:00,preventive,1.1,0.941
ME_7C6603265FD4,EQUIP_C014528CC2CE,2023-12-30 10:00:00,corrective,2.49,0.819
ME_9126A798A8F2,EQUIP_C1021E317EC7,2023-02-23 08:00:00,preventive,0.79,0.978
ME_976AD64194C0,EQUIP_C1021E317EC7,2023-05-24 17:00:00,preventive,0.59,0.956
ME_389E4400ED2F,EQUIP_C1021E317EC7,2023-08-19 12:00:00,preventive,0.8,0.95
ME_8DF96A1BE29C,EQUIP_C1021E317EC7,2023-11-11 10:00:00,preventive,0.81,0.923
ME_D4838B750259,EQUIP_C18433E70883,2023-02-27 09:00:00,preventive,0.92,0.956
ME_F10B1FDB96D8,EQUIP_C18433E70883,2023-06-01 09:00:00,corrective,5.39,0.803
ME_1176A4868987,EQUIP_C18433E70883,2023-07-13 12:00:00,preventive,1.51,0.905
ME_92E5AC636988,EQUIP_C18433E70883,2023-07-20 23:00:00,corrective,5.12,0.832
ME_09A843A6F3BA,EQUIP_C18433E70883,2023-10-25 10:00:00,preventive,0.9,0.973
ME_9CE7532AE416,EQUIP_C18433E70883,2023-11-09 00:00:00,corrective,1.46,0.808
ME_4D1929456825,EQUIP_C28FD0ED5CED,2023-01-25 14:00:00,preventive,1.56,0.955
ME_AF2F3D25F56C,EQUIP_C28FD0ED5CED,2023-03-04 10:00:00,preventive,0.66,0.912
ME_741A029E97FA,EQUIP_C28FD0ED5CED,2023-04-08 23:00:00,emergency,7.96,0.503
ME_3A38B45F6EC0,EQUIP_C28FD0ED5CED,2023-04-23 12:00:00,preventive,1.66,0.917
ME_24FA06B4189E,EQUIP_C28FD0ED5CED,2023-06-12 08:00:00,preventive,0.76,0.948
ME_09AB0B91C66E,EQUIP_C28FD0ED5CED,2023-07-26 17:00:00,preventive,1.02,0.969
ME_42DA7C917031,EQUIP_C28FD0ED5CED,2023-09-12 09:00:00,preventive,0.96,0.956
ME_C7A6DA380E50,EQUIP_C28FD0ED5CED,2023-09-13 09:00:00,emergency,15.74,0.517
ME_9C1878113B2F,EQUIP_C28FD0ED5CED,2023-10-03 05:00:00,corrective,9.62,0.799
ME_3D052AEE4B1D,EQUIP_C28FD0ED5CED,2023-10-29 14:00:00,preventive,0.8,0.964
ME_D766C3FA3966,EQUIP_C28FD0ED5CED,2023-12-02 18:00:00,preventive,0.96,0.953
ME_696A0C1A1363,EQUIP_C3DCA9D2B7B4,2023-01-15 15:00:00,emergency,3.67,0.457
ME_A7969AC03DE7,EQUIP_C3DCA9D2B7B4,2023-04-01 14:00:00,preventive,1.88,0.932
ME_3758BB743D3B,EQUIP_C3DCA9D2B7B4,2023-09-15 07:00:00,preventive,0.53,0.961
ME_076AFB0D3304,EQUIP_C3DCA9D2B7B4,2023-09-28 17:00:00,emergency,8.37,0.522
ME_BD4FF6F59FBA,EQUIP_C5E01307527A,2023-02-25 09:00:00,preventive,1.24,0.948
ME_956B0EE2D5C9,EQUIP_C5E01307527A,2023-04-08 09:00:00,emergency,15.19,0.671
ME_E654B6C968EE,EQUIP_C5E01307527A,2023-04-19 19:00:00,corrective,1.74,0.786
ME_714CD7E7F8CD,EQUIP_C5E01307527A,2023-05-16 15:00:00,preventive,1.27,0.899
ME_E5FDA6C643D4,EQUIP_C5E01307527A,2023-08-08 11:00:00,preventive,1.08,0.942
ME_3A7C42443DEE,EQUIP_C5E01307527A,2023-08-23 23:00:00,corrective,1.49,0.761
ME_0369009242DC,EQUIP_C5E01307527A,2023-11-17 06:00:00,corrective,7.5,0.841
ME_BFD9FF1CF09B,EQUIP_C5E01307527A,2023-11-23 10:00:00,preventive,1.51,0.921
ME_EB53F5D1198D,EQUIP_C5E01307527A,2023-12-02 20:00:00,emergency,10.74,0.602
ME_5BCBCB37E9F0,EQUIP_C7DB6DC27E88,2023-02-14 18:00:00,preventive,1.67,0.97
ME_C183B3E7228F,EQUIP_C7DB6DC27E88,2023-05-23 17:00:00,preventive,1.05,0.946
ME_036A6F44639B,EQUIP_C7DB6DC27E88,2023-06-02 12:00:00,emergency,8.98,0.665
ME_33BD181A8F09,EQUIP_C7DB6DC27E88,2023-08-06 08:00:00,preventive,0.78,0.913
ME_19DC6E4427ED,EQUIP_C7DB6DC27E88,2023-12-01 13:00:00,preventive,1.43,0.948
ME_31310A3C7C85,EQUIP_C7DB6DC27E88,2023-12-08 13:00:00,emergency,1.4,0.486
ME_A70999F567C5,EQUIP_C87289050D38,2023-04-12 12:00:00,preventive,0.48,0.988
ME_A449D63FE9FE,EQUIP_C87289050D38,2023-05-31 21:00:00,emergency,3.15,0.605
ME_1296F119E2AF,EQUIP_C87289050D38,2023-08-04 04:00:00,corrective,2.89,0.786
ME_30F676906741,EQUIP_C87289050D38,2023-09-14 11:00:00,preventive,0.61,0.95
ME_2C366E6CF924,EQUIP_C9B7FD12A471,2023-02-17 14:00:00,preventive,0.59,0.967
ME_67CF99C45DC4,EQUIP_C9B7FD12A471,2023-05-24 15:00:00,preventive,1.27,0.945
